Process num,PFCD,Defect code,Rank,Count_time,Count,Alarm text
4600,31502,CPBBC,K,60,3,CPBBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPBBT,K,60,3,CPBBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPBDC,K,60,3,CPBDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPBDT,K,60,3,CPBDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPPLC,K,60,3,CPPLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPPLT,K,60,3,CPPLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPRVC,K,60,1,CPRVC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPRVT,K,60,1,CPRVT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPEOC,K,60,1,CPEOC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPEOT,K,60,1,CPEOT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPNAC,K,60,1,CPNAC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPNAT,K,60,1,CPNAT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPNA5,K,60,1,CPNA5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFMP,K,60,3,CPFMP have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPSDC,K,60,3,CPSDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPSDT,K,60,3,CPSDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPMTC,K,60,3,CPMTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPMTT,K,60,3,CPMTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFMB,K,60,3,CPFMB have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFMS,K,60,3,CPFMS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPOTS,K,60,3,CPOTS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,COSTK,K,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4600,31502,CONOT,K,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,CCASM,K,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4600,31502,CMDRP,K,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4600,31502,CMOBL,K,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
4600,31501,CPSHC,K,60,1,CPSHC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSHT,K,60,1,CPSHT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSH5,K,60,1,CPSH5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPTC,K,60,3,CPPTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPTT,K,60,3,CPPTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPT5,K,60,3,CPPT5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFBC,K,60,3,CPFBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFBT,K,60,3,CPFBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFB5,K,60,3,CPFB5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGCC,K,60,3,CPGCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGCT,K,60,3,CPGCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGC5,K,60,3,CPGC5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGLC,K,60,3,CPGLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGLT,K,60,3,CPGLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGL5,K,60,3,CPGL5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSCC,K,60,3,CPSCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSCT,K,60,3,CPSCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPMSC,K,60,3,CPMSC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPMST,K,60,3,CPMST have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPDTC,K,60,3,CPDTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPDTT,K,60,3,CPDTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPWTC,K,60,1,CPWTC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPWTT,K,60,1,CPWTT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPDNC,K,60,3,CPDNC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPDNT,K,60,3,CPDNT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPATC,K,60,3,CPATC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPATT,K,60,3,CPATT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPBBC,K,60,3,CPBBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPBBT,K,60,3,CPBBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPBDC,K,60,3,CPBDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPBDT,K,60,3,CPBDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPLC,K,60,3,CPPLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPLT,K,60,3,CPPLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPRVC,K,60,1,CPRVC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPRVT,K,60,1,CPRVT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPEOC,K,60,1,CPEOC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPEOT,K,60,1,CPEOT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPNAC,K,60,1,CPNAC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPNAT,K,60,1,CPNAT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPNA5,K,60,1,CPNA5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFMP,K,60,3,CPFMP have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSDC,K,60,3,CPSDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSDT,K,60,3,CPSDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPMTC,K,60,3,CPMTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPMTT,K,60,3,CPMTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFMB,K,60,3,CPFMB have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFMS,K,60,3,CPFMS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPOTS,K,60,3,CPOTS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,COSTK,K,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4600,31501,CONOT,K,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,CCASM,K,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4600,31501,CMDRP,K,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4600,31501,CMOBL,K,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
4680,31501,CPSHC,K,60,1,CPSHC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSHT,K,60,1,CPSHT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSH5,K,60,1,CPSH5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPTC,K,60,3,CPPTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPTT,K,60,3,CPPTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPT5,K,60,3,CPPT5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFBC,K,60,3,CPFBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFBT,K,60,3,CPFBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFB5,K,60,3,CPFB5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGCC,K,60,3,CPGCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGCT,K,60,3,CPGCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGC5,K,60,3,CPGC5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGLC,K,60,3,CPGLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGLT,K,60,3,CPGLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGL5,K,60,3,CPGL5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSCC,K,60,3,CPSCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSCT,K,60,3,CPSCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPMSC,K,60,3,CPMSC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPMST,K,60,3,CPMST have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPDTC,K,60,3,CPDTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPDTT,K,60,3,CPDTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPWTC,K,60,1,CPWTC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPWTT,K,60,1,CPWTT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPDNC,K,60,3,CPDNC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPDNT,K,60,3,CPDNT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPATC,K,60,3,CPATC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPATT,K,60,3,CPATT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPBBC,K,60,3,CPBBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPBBT,K,60,3,CPBBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPBDC,K,60,3,CPBDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPBDT,K,60,3,CPBDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPLC,K,60,3,CPPLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPLT,K,60,3,CPPLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPRVC,K,60,1,CPRVC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPRVT,K,60,1,CPRVT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPEOC,K,60,1,CPEOC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPEOT,K,60,1,CPEOT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPNAC,K,60,1,CPNAC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPNAT,K,60,1,CPNAT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPNA5,K,60,1,CPNA5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFMP,K,60,3,CPFMP have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSDC,K,60,3,CPSDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSDT,K,60,3,CPSDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPMTC,K,60,3,CPMTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPMTT,K,60,3,CPMTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFMB,K,60,3,CPFMB have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFMS,K,60,3,CPFMS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPOTS,K,60,3,CPOTS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,COSTK,K,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4680,31501,CONOT,K,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,CCASM,K,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4680,31501,CMDRP,K,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4680,31501,CMOBL,K,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
4600,31502,COSTK,S,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4600,31502,CONOT,S,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPTN,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,CCASM,S,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4600,31502,CMDRP,S,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4600,31502,CMOBL,S,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
4600,31502,COPT1,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT2,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT3,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT4,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT5,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT6,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT7,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT8,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT9,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,COPT0,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COSTK,S,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4600,31501,CONOT,S,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPTN,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,CCASM,S,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4600,31501,CMDRP,S,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4600,31501,CMOBL,S,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
4600,31501,COPT1,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT2,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT3,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT4,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT5,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT6,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT7,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT8,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT9,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,COPT0,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COSTK,S,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4680,31501,CONOT,S,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPTN,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,CCASM,S,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4680,31501,CMDRP,S,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4680,31501,CMOBL,S,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
4680,31501,COPT1,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT2,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT3,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT4,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT5,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT6,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT7,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT8,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT9,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,COPT0,RT,60,3,COPTN have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,CPSHC,C,60,1,CPSHC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPSHT,C,60,1,CPSHT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPSH5,C,60,1,CPSH5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPPTC,C,60,3,CPPTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPPTT,C,60,3,CPPTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPPT5,C,60,3,CPPT5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFBC,C,60,3,CPFBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFBT,C,60,3,CPFBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFB5,C,60,3,CPFB5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPGCC,C,60,3,CPGCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPGCT,C,60,3,CPGCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPGC5,C,60,3,CPGC5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPGLC,C,60,3,CPGLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPGLT,C,60,3,CPGLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPGL5,C,60,3,CPGL5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPSCC,C,60,3,CPSCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPSCT,C,60,3,CPSCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPMSC,C,60,3,CPMSC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPMST,C,60,3,CPMST have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPDTC,C,60,3,CPDTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPDTT,C,60,3,CPDTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPWTC,C,60,1,CPWTC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPWTT,C,60,1,CPWTT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPDNC,C,60,3,CPDNC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPDNT,C,60,3,CPDNT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPATC,C,60,3,CPATC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPATT,C,60,3,CPATT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPBBC,C,60,3,CPBBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPBBT,C,60,3,CPBBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPBDC,C,60,3,CPBDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPBDT,C,60,3,CPBDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPPLC,C,60,3,CPPLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPPLT,C,60,3,CPPLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPRVC,C,60,1,CPRVC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPRVT,C,60,1,CPRVT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPEOC,C,60,1,CPEOC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPEOT,C,60,1,CPEOT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPNAC,C,60,1,CPNAC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
