PFCD,ProcessNO,ChGrade,NoChGrade1,NoChGrade2,NoChGrade3,NoChGrade4,NoChGrade5,NoChGrade6,NoChGrade7,NoChGrade8,NoChGrade9,NoChGrade10
TA1CA983CG17,,,,,,,,,,,,
TA1CA983BW03,,,,,,,,,,,,
TA1C8841AU18,,,,,,,,,,,,
TA1CA984BR16,,,,,,,,,,,,
TA1CA983BQ17,,,,,,,,,,,,
TA1C8841AU17,,,,,,,,,,,,
TA1CC975BH16,,,,,,,,,,,,
TA1CA984AG17,,,,,,,,,,,,
TA1CC975BX17,,,,,,,,,,,,
TA1CB859BC17,,,,,,,,,,,,
TA1CC069CE17,,,,,,,,,,,,
TA1C9069AJ18,,,,,,,,,,,,
TA1CA984AY17,,,,,,,,,,,,
TA1CA984BE17,,,,,,,,,,,,
TA1C8136AD18,,,,,,,,,,,,
TA1C9066AV16,,,,,,,,,,,,
TA1CC073CB02,,,,,,,,,,,,
TA1C9096AQ17,,,,,,,,,,,,
TA1C9066AV17,,,,,,,,,,,,
TA1C8136AB17,,,,,,,,,,,,
TA1CB574BX18,,,,,,,,,,,,
TA1CC630CD17,,,,,,,,,,,,
TA1C8385BE18,,,,,,,,,,,,
TA1C6233AT17,,,,,,,,,,,,
TA210008BM17,,,,,,,,,,,,
TA1C8837BW17,,,,,,,,,,,,
TA1C7932BJ17,,,,,,,,,,,,
TA1C8837BW18,,,,,,,,,,,,
TA1C8837BP01,,,,,,,,,,,,
TA1CA984BZ17,,,,,,,,,,,,
TA220242BL01,,,,,,,,,,,,
TA1C8838BD17,,,,,,,,,,,,
TA1C8837BP17,,,,,,,,,,,,
TA1C8841BH17,,,,,,,,,,,,
TA1C8841BK16,,,,,,,,,,,,
TA1C8841BG17,,,,,,,,,,,,
TA1C8385BP18,,,,,,,,,,,,
TA1C9660CE17,,,,,,,,,,,,
TA210003AF17,,,,,,,,,,,,
TA1C9093CH17,,,,,,,,,,,,
TA210009AA01,,,,,,,,,,,,
TA220314CG17,,,,,,,,,,,,
TA1CA674BD16,,,,,,,,,,,,
TA1C9660BK18,,,,,,,,,,,,
TA1C9066CA17,,,,,,,,,,,,
TA1C8841BR17,,,,,,,,,,,,
TA1CA980BG01,,,,,,,,,,,,
TA1CA674BG02,,,,,,,,,,,,
TA1C8384BR17,,,,,,,,,,,,
TA1CA980CE17,,,,,,,,,,,,
TA1CA674BJ16,,,,,,,,,,,,
TA1CC975BH18,,,,,,,,,,,,
TA1CA674BJ02,,,,,,,,,,,,
TA1C9295AW17,,,,,,,,,,,,
TA1C9069AN17,,,,,,,,,,,,
TA210008BT17,,,,,,,,,,,,
TA1C9069AQ16,,,,,,,,,,,,
TA1CA978AF16,,,,,,,,,,,,
TA210009AZ17,,,,,,,,,,,,
TA1CB859BA17,,,,,,,,,,,,
TA1CA980BW17,,,,,,,,,,,,
TA1CB859BJ16,,,,,,,,,,,,
TA1CA980BR18,,,,,,,,,,,,
TA1CB859CE18,,,,,,,,,,,,
TA1CC070AU17,,,,,,,,,,,,
TA1CB859BZ16,,,,,,,,,,,,
TA1CA980BT17,,,,,,,,,,,,
TA1C8135BV17,,,,,,,,,,,,
TA1CB859BT17,,,,,,,,,,,,
TA1CB859BE17,,,,,,,,,,,,
TA1CA980CA16,,,,,,,,,,,,
TA1CB859AL17,,,,,,,,,,,,
TA1CA980AY18,,,,,,,,,,,,
TA1CB859AL18,,,,,,,,,,,,
TA1CA674BA16,,,,,,,,,,,,
TA1CA980AY17,,,,,,,,,,,,
TA1CA674AY18,,,,,,,,,,,,
TA210009CA01,,,,,,,,,,,,
TA210012BM17,,,,,,,,,,,,
TA210012AL17,,,,,,,,,,,,
TA1CC630AW16,,,,,,,,,,,,
TA1CC630AX18,,,,,,,,,,,,
TA1CA674BC17,,,,,,,,,,,,
TA210012AK17,,,,,,,,,,,,
TA1CC630BS16,,,,,,,,,,,,
TA1CA978CE17,,,,,,,,,,,,
TA1CA978BH17,,,,,,,,,,,,
TA1C8836AY16,,,,,,,,,,,,
TA1CA978AP18,,,,,,,,,,,,
TA1CA978AP17,,,,,,,,,,,,
TA1C9096BN17,,,,,,,,,,,,
TA1CC070AE17,,,,,,,,,,,,
TA1C7269BN17,,,,,,,,,,,,
TA1C7119BX17,,,,,,,,,,,,
TA1C6796AH17,,,,,,,,,,,,
TA1CC630AP17,,,,,,,,,,,,
TA1C4404AD18,,,,,,,,,,,,
TA1C9066AL17,,,,,,,,,,,,
TA1CA984BB03,,,,,,,,,,,,
TA210009AA06,,,,,,,,,,,,
TA210003AP17,,,,,,,,,,,,
TA1C9295BQ17,,,,,,,,,,,,
TA1CC070AD17,,,,,,,,,,,,
TA1C8838AQ17,,,,,,,,,,,,
TA1C9295CC06,,,,,,,,,,,,
TA1C9295BQ16,,,,,,,,,,,,
TA1CB859AY18,,,,,,,,,,,,
TA1C9295CE17,,,,,,,,,,,,
TA1CB859AY16,,,,,,,,,,,,
TA1CB859BD17,,,,,,,,,,,,
TA1CC630AW18,,,,,,,,,,,,
TA1C7496BN17,,,,,,,,,,,,
TA210008AA16,,,,,,,,,,,,
TA1C7932BE17,,,,,,,,,,,,
TA1CC975CC17,,,,,,,,,,,,
TA210003BH16,,,,,,,,,,,,
TA1CC630BA17,,,,,,,,,,,,
TA210003BH17,,,,,,,,,,,,
TA1CC069AN16,,,,,,,,,,,,
TA210008BE16,,,,,,,,,,,,
TA1CC630AR17,,,,,,,,,,,,
TA210008BW17,,,,,,,,,,,,
TA1CA983AE17,,,,,,,,,,,,
TA1CC070AT17,,,,,,,,,,,,
TA1CC070AG17,,,,,,,,,,,,
TA1CC070BN17,,,,,,,,,,,,
TA1C9660CC16,,,,,,,,,,,,
TA1C9295BN17,,,,,,,,,,,,
TA1C9660CH17,,,,,,,,,,,,
TA1CA980BZ17,,,,,,,,,,,,
TA1C9660BJ17,,,,,,,,,,,,
TA1CC069AF18,,,,,,,,,,,,
TA1C9660BY03,,,,,,,,,,,,
TA1CA980BD17,,,,,,,,,,,,
TA1C9660AJ17,,,,,,,,,,,,
TA1C9660BG16,,,,,,,,,,,,
TA1CA980BQ17,,,,,,,,,,,,
TA1C9660BP17,,,,,,,,,,,,
TA1CB574AF18,,,,,,,,,,,,
TA1C9660BN16,,,,,,,,,,,,
TA1CB574AF17,,,,,,,,,,,,
TA1CB574AP17,,,,,,,,,,,,
TA1CD103AR16,,,,,,,,,,,,
TA1CB574AD17,,,,,,,,,,,,
TA1CB574AL17,,,,,,,,,,,,
TA1C8838AY18,,,,,,,,,,,,
TA1CC069BT17,,,,,,,,,,,,
TA1CC069CF03,,,,,,,,,,,,
TA1C4050BQ17,,,,,,,,,,,,
TA1CA984BR17,,,,,,,,,,,,
TA1C8383AB17,,,,,,,,,,,,
TA1C8383AB16,,,,,,,,,,,,
TA1CC630AD16,,,,,,,,,,,,
TA1CA984AV17,,,,,,,,,,,,
TA210003AJ18,,,,,,,,,,,,
TA210003AE17,,,,,,,,,,,,
TA1C9295BB17,,,,,,,,,,,,
TA1C9295BD17,,,,,,,,,,,,
TA1CD103AB17,,,,,,,,,,,,
TA1CD103AQ17,,,,,,,,,,,,
TA1CD103AG02,,,,,,,,,,,,
TA1CD103AP17,,,,,,,,,,,,
TA1CE913AB17,,,,,,,,,,,,
TA1CE506AT17,,,,,,,,,,,,
TA1CD098AB17,,,,,,,,,,,,
TA1CD103BC17,,,,,,,,,,,,
TA1C8385BW17,,,,,,,,,,,,
TA1C8838BZ17,,,,,,,,,,,,
TA1C8838BR17,,,,,,,,,,,,
TA1C8837AH17,,,,,,,,,,,,
TA1C8837AE17,,,,,,,,,,,,
TA1C8837AG17,,,,,,,,,,,,
TA220343BG03,,,,,,,,,,,,
TA220342BD06,,,,,,,,,,,,
TA220301BP18,,,,,,,,,,,,
TA220232CH17,,,,,,,,,,,,
TA220221BN17,,,,,,,,,,,,
TA220289BY02,,,,,,,,,,,,
TA220192AK17,,,,,,,,,,,,
TA220249BA16,,,,,,,,,,,,
TA220249BA17,,,,,,,,,,,,
TA220336AN02,,,,,,,,,,,,
TA220336AN17,,,,,,,,,,,,
TA220336BY17,,,,,,,,,,,,
TA220341AX03,,,,,,,,,,,,
TA220342AF03,,,,,,,,,,,,
TA220231BS18,,,,,,,,,,,,
TA220192BB18,,,,,,,,,,,,
TA220249BL16,,,,,,,,,,,,
TA220302BJ16,,,,,,,,,,,,
TA220336AL17,,,,,,,,,,,,
TA220336AL18,,,,,,,,,,,,
TA220192AU16,,,,,,,,,,,,
TA220192AU17,,,,,,,,,,,,
TA220314BT01,,,,,,,,,,,,
TA220349AX02,,,,,,,,,,,,
TA220349AX03,,,,,,,,,,,,
TA220349AX17,,,,,,,,,,,,
TA220349AX18,,,,,,,,,,,,
TA220231AG17,,,,,,,,,,,,
TA220192CF03,,,,,,,,,,,,
TA220343BD03,,,,,,,,,,,,
TA220343BZ03,,,,,,,,,,,,
TA220301BX18,,,,,,,,,,,,
TA210250AH01,,,,,,,,,,,,
TA220193AS02,,,,,,,,,,,,
TA220343BN18,,,,,,,,,,,,
TA220343BU18,,,,,,,,,,,,
TA220290AB16,,,,,,,,,,,,
TA220345AC18,,,,,,,,,,,,
TA220277BX18,,,,,,,,,,,,
TA220366AB06,,,,,,,,,,,,
TA220370CA18,,,,,,,,,,,,
TA220370BM17,,,,,,,,,,,,
TA220249BN16,,,,,,,,,,,,
TA220300BY16,,,,,,,,,,,,
TA220301BN18,,,,,,,,,,,,
TA220141BH16,,,,,,,,,,,,
TA220372AH17,,,,,,,,,,,,
TA220342AA06,,,,,,,,,,,,
TA220353AL18,,,,,,,,,,,,
TA220341BE03,,,,,,,,,,,,
TA220343CD17,,,,,,,,,,,,
TA220372AK16,,,,,,,,,,,,
TA220347AS01,,,,,,,,,,,,
TA220234BQ18,,,,,,,,,,,,
TA220370AY17,,,,,,,,,,,,
TA220231BT01,,,,,,,,,,,,
TA220231BT03,,,,,,,,,,,,
TA220231BT18,,,,,,,,,,,,
TA220341AU17,,,,,,,,,,,,
TA220163AC18,,,,,,,,,,,,
TA220343BT17,,,,,,,,,,,,
TA220250CE16,,,,,,,,,,,,
TA220351AK03,,,,,,,,,,,,
TA220370BK18,,,,,,,,,,,,
TA220277AC17,,,,,,,,,,,,
TA220277AC18,,,,,,,,,,,,
TA220298BF06,,,,,,,,,,,,
TA220108CE17,,,,,,,,,,,,
TA220342AL06,,,,,,,,,,,,
TA220345BJ18,,,,,,,,,,,,
TA220270AA02,,,,,,,,,,,,
TA220270AA16,,,,,,,,,,,,
TA220345AY06,,,,,,,,,,,,
TA220277AA01,,,,,,,,,,,,
TA220277AA18,,,,,,,,,,,,
TA220317AQ18,,,,,,,,,,,,
TA220303AU01,,,,,,,,,,,,
TA220353BM01,,,,,,,,,,,,
TA220303AC03,,,,,,,,,,,,
TA220344BY16,,,,,,,,,,,,
TA220108AJ18,,,,,,,,,,,,
TA220327BQ02,,,,,,,,,,,,
TA220343AM18,,,,,,,,,,,,
TA220158AZ17,,,,,,,,,,,,
TA220345BK16,,,,,,,,,,,,
TA220330AH16,,,,,,,,,,,,
TA220270BZ02,,,,,,,,,,,,
TA220291AP01,,,,,,,,,,,,
TA220326BY17,,,,,,,,,,,,
TA220347BW16,,,,,,,,,,,,
TA220108CC16,,,,,,,,,,,,
TA220327AT16,,,,,,,,,,,,
TA220162CF18,,,,,,,,,,,,
TA220315BJ16,,,,,,,,,,,,
TA220370BL17,,,,,,,,,,,,
TA220327AU02,,,,,,,,,,,,
TA220162CE17,,,,,,,,,,,,
TA220114BQ16,,,,,,,,,,,,
TA220314AE16,,,,,,,,,,,,
TA220303BT02,,,,,,,,,,,,
TA220330AF17,,,,,,,,,,,,
TA220299AR17,,,,,,,,,,,,
TA220232BJ01,,,,,,,,,,,,
TA220370BS03,,,,,,,,,,,,
TA220307AR18,,,,,,,,,,,,
TA220299AS17,,,,,,,,,,,,
TA220250AT03,,,,,,,,,,,,
TA220306BZ02,,,,,,,,,,,,
TA220342BV18,,,,,,,,,,,,
TA220335CG18,,,,,,,,,,,,
TA220353BJ02,,,,,,,,,,,,
TA220287AK16,,,,,,,,,,,,
TA220366AU17,,,,,,,,,,,,
TA220314CH18,,,,,,,,,,,,
TA220287AW02,,,,,,,,,,,,
TA220290BT06,,,,,,,,,,,,
TA220347BD03,,,,,,,,,,,,
TA220317AF17,,,,,,,,,,,,
TA220305BG18,,,,,,,,,,,,
TA220315BF16,,,,,,,,,,,,
TA220241AH17,,,,,,,,,,,,
TA220241AH18,,,,,,,,,,,,
TA220370CB02,,,,,,,,,,,,
TA220305BL18,,,,,,,,,,,,
TA220308AM01,,,,,,,,,,,,
TA220306BP02,,,,,,,,,,,,
TA220274CA18,,,,,,,,,,,,
TA220300AN16,,,,,,,,,,,,
TA220252CE16,,,,,,,,,,,,
TA220349AY18,,,,,,,,,,,,
TA220298AK18,,,,,,,,,,,,
TA220276BJ16,,,,,,,,,,,,
TA220274BF18,,,,,,,,,,,,
TA220336BX16,,,,,,,,,,,,
TA220146AR16,,,,,,,,,,,,
TA220351CB16,,,,,,,,,,,,
TA220349AV06,,,,,,,,,,,,
TA220305BX18,,,,,,,,,,,,
TA220336BN17,,,,,,,,,,,,
TA220336BN18,,,,,,,,,,,,
TA220314AP03,,,,,,,,,,,,
TA220345AX16,,,,,,,,,,,,
TA220251AK06,,,,,,,,,,,,
TA220252AK16,,,,,,,,,,,,
TA220326BF03,,,,,,,,,,,,
TA220250BU16,,,,,,,,,,,,
TA220303CC03,,,,,,,,,,,,
TA220303CC17,,,,,,,,,,,,
TA220298AH17,,,,,,,,,,,,
TA220113AU03,,,,,,,,,,,,
TA220113AM18,,,,,,,,,,,,
TA220327AD18,,,,,,,,,,,,
TA220305AU16,,,,,,,,,,,,
TA220302AC03,,,,,,,,,,,,
TA220241AE16,,,,,,,,,,,,
TA220277BW16,,,,,,,,,,,,
TA220277BW18,,,,,,,,,,,,
TA220277CD03,,,,,,,,,,,,
TA220277CD17,,,,,,,,,,,,
TA220179BP17,,,,,,,,,,,,
TA220349AD06,,,,,,,,,,,,
TA220350BE17,,,,,,,,,,,,
TA220351AC17,,,,,,,,,,,,
TA220341AC17,,,,,,,,,,,,
TA220335AX01,,,,,,,,,,,,
TA220277AS18,,,,,,,,,,,,
TA220277CH17,,,,,,,,,,,,
TA220368AD02,,,,,,,,,,,,
TA220191CC17,,,,,,,,,,,,
TA220158AL17,,,,,,,,,,,,
TA220291BU16,,,,,,,,,,,,
TA220350BH17,,,,,,,,,,,,
TA220290CG18,,,,,,,,,,,,
TA220277AT17,,,,,,,,,,,,
TA220277AT18,,,,,,,,,,,,
TA220352AR17,,,,,,,,,,,,
TA220352AR18,,,,,,,,,,,,
TA220353AE18,,,,,,,,,,,,
TA220336AY18,,,,,,,,,,,,
TA220288AL17,,,,,,,,,,,,
TA220277BY18,,,,,,,,,,,,
TA220368CH16,,,,,,,,,,,,
TA220323AL02,,,,,,,,,,,,
TA220305AX01,,,,,,,,,,,,
TA220300CD02,,,,,,,,,,,,
TA220250BS18,,,,,,,,,,,,
TA220345BP06,,,,,,,,,,,,
TA220291AL18,,,,,,,,,,,,
TA220108CG18,,,,,,,,,,,,
TA220277AL17,,,,,,,,,,,,
TA220277AL18,,,,,,,,,,,,
TA220308AP01,,,,,,,,,,,,
TA220336BJ18,,,,,,,,,,,,
TA220306BL16,,,,,,,,,,,,
TA220249BQ06,,,,,,,,,,,,
TA220303BJ16,,,,,,,,,,,,
TA220352AK18,,,,,,,,,,,,
TA220367CH18,,,,,,,,,,,,
TA220174CC18,,,,,,,,,,,,
TA220351BE18,,,,,,,,,,,,
TA220345BS02,,,,,,,,,,,,
TA220367BR18,,,,,,,,,,,,
TA220328CC02,,,,,,,,,,,,
