Process num,PFCD,Defect code,Rank,Count_time,Count,Alarm text
4600,31502,CPNAC,K,60,1,CPNAC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPNAT,K,60,1,CPNAT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPNA5,K,60,1,CPNA5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPFMP,K,60,3,CPFMP 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPSDC,K,60,3,CPSDC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPSDT,K,60,3,CPSDT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPMTC,K,60,3,CPMTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPMTT,K,60,3,CPMTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPFMB,K,60,3,CPFMB 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPFMS,K,60,3,CPFMS 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPOTS,K,60,3,CPOTS 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,COSTK,K,60,3,COSTK 已经判了3pcs. 请拔打电话PY-18948718050和HVA-18948718879/18948718890
4600,31502,CONOT,K,60,3,CONOT 已经判了3pcs. 请拔打电话PY-18948718050和TEST-18948718895/18948718896
4600,31502,CCASM,K,60,3,CCASM 已经判了3pcs. 请拔打电话PY-18948718050
4600,31502,CMDRP,K,60,3,CMDRP 已经判了3pcs. 请拔打电话PY-18948718050
4600,31502,CMOBL,K,60,3,CMOBL 已经判了3pcs. 请拔打电话PY-18948718050
4600,31501,CPSHC,K,60,1,CPSHC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPSHT,K,60,1,CPSHT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPSH5,K,60,1,CPSH5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPPTC,K,60,3,CPPTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPPTT,K,60,3,CPPTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPPT5,K,60,3,CPPT5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPFBC,K,60,3,CPFBC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPFBT,K,60,3,CPFBT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPFB5,K,60,3,CPFB5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPGCC,K,60,3,CPGCC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPGCT,K,60,3,CPGCT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPGC5,K,60,3,CPGC5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPGLC,K,60,3,CPGLC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPGLT,K,60,3,CPGLT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPGL5,K,60,3,CPGL5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPSCC,K,60,3,CPSCC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPSCT,K,60,3,CPSCT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPMSC,K,60,3,CPMSC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPMST,K,60,3,CPMST 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPDTC,K,60,3,CPDTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPDTT,K,60,3,CPDTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPWTC,K,60,1,CPWTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPWTT,K,60,1,CPWTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPDNC,K,60,3,CPDNC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPDNT,K,60,3,CPDNT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPATC,K,60,3,CPATC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPATT,K,60,3,CPATT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPBBC,K,60,3,CPBBC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPBBT,K,60,3,CPBBT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPBDC,K,60,3,CPBDC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPBDT,K,60,3,CPBDT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPPLC,K,60,3,CPPLC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPPLT,K,60,3,CPPLT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPRVC,K,60,1,CPRVC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPRVT,K,60,1,CPRVT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPEOC,K,60,1,CPEOC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPEOT,K,60,1,CPEOT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPNAC,K,60,1,CPNAC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPNAT,K,60,1,CPNAT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPNA5,K,60,1,CPNA5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPFMP,K,60,3,CPFMP 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPSDC,K,60,3,CPSDC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPSDT,K,60,3,CPSDT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPMTC,K,60,3,CPMTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPMTT,K,60,3,CPMTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPFMB,K,60,3,CPFMB 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPFMS,K,60,3,CPFMS 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,CPOTS,K,60,3,CPOTS 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31501,COSTK,K,60,3,COSTK 已经判了3pcs. 请拔打电话PY-18948718050和HVA-18948718879/18948718890
4600,31501,CONOT,K,60,3,CONOT 已经判了3pcs. 请拔打电话PY-18948718050和TEST-18948718895/18948718896
4600,31501,CCASM,K,60,3,CCASM 已经判了3pcs. 请拔打电话PY-18948718050
4600,31501,CMDRP,K,60,3,CMDRP 已经判了3pcs. 请拔打电话PY-18948718050
4600,31501,CMOBL,K,60,3,CMOBL 已经判了3pcs. 请拔打电话PY-18948718050
4680,31501,CPSHC,K,60,1,CPSHC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPSHT,K,60,1,CPSHT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPSH5,K,60,1,CPSH5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPPTC,K,60,3,CPPTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPPTT,K,60,3,CPPTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPPT5,K,60,3,CPPT5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPFBC,K,60,3,CPFBC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPFBT,K,60,3,CPFBT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPFB5,K,60,3,CPFB5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPGCC,K,60,3,CPGCC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPGCT,K,60,3,CPGCT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPGC5,K,60,3,CPGC5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPGLC,K,60,3,CPGLC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPGLT,K,60,3,CPGLT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPGL5,K,60,3,CPGL5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPSCC,K,60,3,CPSCC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPSCT,K,60,3,CPSCT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPMSC,K,60,3,CPMSC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPMST,K,60,3,CPMST 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPDTC,K,60,3,CPDTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPDTT,K,60,3,CPDTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPWTC,K,60,1,CPWTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPWTT,K,60,1,CPWTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPDNC,K,60,3,CPDNC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPDNT,K,60,3,CPDNT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPATC,K,60,3,CPATC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPATT,K,60,3,CPATT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPBBC,K,60,3,CPBBC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPBBT,K,60,3,CPBBT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPBDC,K,60,3,CPBDC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPBDT,K,60,3,CPBDT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPPLC,K,60,3,CPPLC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPPLT,K,60,3,CPPLT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPRVC,K,60,1,CPRVC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPRVT,K,60,1,CPRVT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPEOC,K,60,1,CPEOC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPEOT,K,60,1,CPEOT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPNAC,K,60,1,CPNAC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPNAT,K,60,1,CPNAT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPNA5,K,60,1,CPNA5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPFMP,K,60,3,CPFMP 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPSDC,K,60,3,CPSDC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPSDT,K,60,3,CPSDT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPMTC,K,60,3,CPMTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPMTT,K,60,3,CPMTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPFMB,K,60,3,CPFMB 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPFMS,K,60,3,CPFMS 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,CPOTS,K,60,3,CPOTS 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4680,31501,COSTK,K,60,3,COSTK 已经判了3pcs. 请拔打电话 PY-18948718050和HVA-18948718879/18948718890
4680,31501,CONOT,K,60,3,CONOT 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,CCASM,K,60,3,CCASM 已经判了3pcs. 请拔打电话 PY-18948718050
4680,31501,CMDRP,K,60,3,CMDRP 已经判了3pcs. 请拔打电话 PY-18948718050
4680,31501,CMOBL,K,60,3,CMOBL 已经判了3pcs. 请拔打电话 PY-18948718050
4600,31502,COSTK,S,60,3,COSTK 已经判了3pcs. 请拔打电话 PY-18948718050和HVA-18948718879/18948718890
4600,31502,CONOT,S,60,3,CONOT 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPTN,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,CCASM,S,60,3,CCASM 已经判了3pcs. 请拔打电话 PY-18948718050
4600,31502,CMDRP,S,60,3,CMDRP 已经判了3pcs. 请拔打电话 PY-18948718050
4600,31502,CMOBL,S,60,3,CMOBL 已经判了3pcs. 请拔打电话 PY-18948718050
4600,31502,COPT1,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT2,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT3,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT4,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT5,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT6,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT7,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT8,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT9,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,COPT0,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COSTK,S,60,3,COSTK 已经判了3pcs. 请拔打电话 PY-18948718050和HVA-18948718879/18948718890
4600,31501,CONOT,S,60,3,CONOT 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPTN,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,CCASM,S,60,3,CCASM 已经判了3pcs. 请拔打电话 PY-18948718050
4600,31501,CMDRP,S,60,3,CMDRP 已经判了3pcs. 请拔打电话 PY-18948718050
4600,31501,CMOBL,S,60,3,CMOBL 已经判了3pcs. 请拔打电话 PY-18948718050
4600,31501,COPT1,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT2,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT3,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT4,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT5,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT6,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT7,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT8,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT9,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31501,COPT0,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COSTK,S,60,3,COSTK 已经判了3pcs. 请拔打电话 PY-18948718050和HVA-18948718879/18948718890
4680,31501,CONOT,S,60,3,CONOT 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPTN,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,CCASM,S,60,3,CCASM 已经判了3pcs. 请拔打电话 PY-18948718050
4680,31501,CMDRP,S,60,3,CMDRP 已经判了3pcs. 请拔打电话 PY-18948718050
4680,31501,CMOBL,S,60,3,CMOBL 已经判了3pcs. 请拔打电话 PY-18948718050
4680,31501,COPT1,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT2,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT3,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT4,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT5,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT6,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT7,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT8,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT9,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4680,31501,COPT0,RT,60,3,COPTN 已经判了3pcs. 请拔打电话 PY-18948718050和TEST-18948718895/18948718896
4600,31502,CPSHC,C,60,1,CPSHC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPSHT,C,60,1,CPSHT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPSH5,C,60,1,CPSH5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPPTC,C,60,3,CPPTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPPTT,C,60,3,CPPTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPPT5,C,60,3,CPPT5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPFBC,C,60,3,CPFBC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPFBT,C,60,3,CPFBT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPFB5,C,60,3,CPFB5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPGCC,C,60,3,CPGCC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPGCT,C,60,3,CPGCT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPGC5,C,60,3,CPGC5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPGLC,C,60,3,CPGLC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPGLT,C,60,3,CPGLT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPGL5,C,60,3,CPGL5 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPSCC,C,60,3,CPSCC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPSCT,C,60,3,CPSCT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPMSC,C,60,3,CPMSC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPMST,C,60,3,CPMST 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPDTC,C,60,3,CPDTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPDTT,C,60,3,CPDTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPWTC,C,60,1,CPWTC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPWTT,C,60,1,CPWTT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPDNC,C,60,3,CPDNC 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
4600,31502,CPDNT,C,60,3,CPDNT 已经判了3pcs. 请拔打电话PY-18948718050和POL-18948718893/18948718894
